Ward NO,Beds,area covered,Services,Staff,Contact,Sl No.,No of Applications,Total Collection (Amount in lakhs),Area (sq km)_x,Lakes #_x,Bins-Street sweeping waste (TPD),Bins-Size of street bins (in litres),Bins-No of street bins,Community bins/ compactor bins/ Dhalaos etc-Commercial Waste quantity (TPD),Community bins/ compactor bins/ Dhalaos etc-Size of bins/ containers (L),Community bins/ compactor bins/ Dhalaos etc-Year of purchase,Total no. of Households,Govt Schools #_x,Population,Male,Female,SC Population,SC male,SC Female,ST Population,ST Male,ST Female,State Code,HH condition - total,HH condition - Good,HH Condition - Livable,HH Condition - Dilapidated,HH Residence - total,HH Residence - Good,HH Residence - Livable,HH residence - dilapidated,HH residence-cum-other-use total,HH residence-cum-other-use Good,HH residence-cum-other-use Livable,HH residence-cum-other-use Dilapidated,Roof - Grass/ Thatch/ Bamboo/ Wood/Mud etc.,Roof - Plastic/ Polythene,Roof - Hand made Tiles,Roof - Machine made Tiles,Roof - Burnt Brick,Roof - Stone/ Slate,Roof - G.I./Metal/ Asbestos sheets,Roof - Concrete,Roof - Any other material,Wall - Grass/ Thatch/ Bamboo etc.,Wall - Plastic/ Polythene,Wall - Mud/Unburnt brick,Wall - Wood,Wall -Stone not packed with mortar,Wall - Stone packed with mortar,Wall -G.I./ Metal/ Asbestos sheets,Wall - Burnt brick,Wall - Concrete,Wall - Any other material,Floor - Mud,Floor - Wood/ Bamboo,Floor - Burnt Brick,Floor - Stone,Floor - Cement,Floor - Mosaic/ Floor tiles,Floor - Any other material,Dwelling rooms - No exclusive room,Dwelling rooms - One room,Dwelling rooms - Two rooms,Dwelling rooms - Three rooms,Dwelling rooms - Four rooms,Dwelling rooms - Five rooms,Dwelling rooms - Six rooms and above,HH Size - 1,HH Size - 2,HH Size - 3,HH Size - 4,HH Size - 5,HH Size - 6-8,HH Size - 9+,Ownership - Owned,Ownership -  Rented,Ownership -  Any others,Married Couple - None,Married Couple - 1,Married Couple - 2,Married Couple - 3,Married Couple - 4,Married Couple - 5+,Drinking Water - Tapwater from treated source,Drinking Water - Tapwater from un-treated source,Drinking Water - Covered well,Drinking Water - Un-covered well,Drinking Water - Handpump,Drinking Water - Tubewell/Borehole,Drinking Water - Spring,Drinking Water - River/Canal,Drinking Water - Tank/Pond/Lake,Drinking Water -  Other sources,Drinking water source - Within premises,Drinking water source - Near premises,Drinking water source - Away,Lighting - Electricity,Lighting - Kerosene,Lighting - Solar energy,Lighting - Other oil,Lighting - Any other,Lighting - No lighting,Number of households having latrine facility within the premises,Flush lutrince connected to Piped sewer system,Flush lutrince connected to Septic tank,Flush lutrince connected to Other system,Pit latrine With slab/ventilated improved pit,Pit Latrine - Without slab/  open pit,Night soil disposed into open drain,Night soil removed by human,Night soil serviced by animal,Number of households not having latrine facility within the premises,Alternative source -Public latrine,Alternative source - Open,bathing facility within the premises -Bathroom,bathing facility within the premises - Enclosure without roof,bathing facility within the premises - No,Waste water outlet connected to Closed drainage,Waste water outlet connected to Open drainage,Waste water outlet connected to No drainage,Type of Cooking Fuel - Fire-wood,Type of Cooking Fuel - Crop residue,Type of Cooking Fuel - Cowdung cake,"Type of Cooking Fuel - Coal,Lignite,Charcoal",Type of Cooking Fuel -  Kerosene,Type of Cooking Fuel -  LPG/PNG,Type of Cooking Fuel -  Electricity,Type of Cooking Fuel - Biogas,Type of Cooking Fuel - Any other,Type of Cooking Fuel - No cooking,Kitchen Facility Total,Kitchen Facility  - Cooking inside house,Kitchen Facility  - Cooking inside house - Has Kitchen,Kitchen Facility  - Cooking inside house - Does not have kitchen,Kitchen Facility  - Cooking outside house:,Kitchen Facility  - Cooking outside house: Has Kitchen,Kitchen Facility  - Cooking outside house: Does not have kitchen,Kitchen Facility  - Cooking outside house: No Cooking,Total number of households availing banking services,Availability of assets - Radio/Transistor,Availability of assets - Television,Availability of assets Computer/Laptop - With Internet,Availability of assets Computer/Laptop - Without Internet,Availability of assets Landline only,Availability of assets Mobile only,Availability of assets Both,HH with Bicycle,HH - Scooter/ Motorcycle/Moped,HH - Car/ Jeep/Van,"HH - Households with TV, Computer/Laptop, Telephone/mobile phone and Scooter/ Car",None of the assets specified in prev column,Type of structure of census house - Permanent,Type of structure of census house - Semi-Permanent,Type of structure of census house - Total Temporary,Type of structure of census house - Serviceable,Type of structure of census house - Non-Serviceable,Type of structure of census house - Unclassifiable,No. of unemployed persons (seeking or available for work),No. of employed persons,Total labour force in the city (age 15-59) [Employed + Unemployed Persons),Area (sq km)_y,Lakes #_y,Playgrounds #,Govt Schools #_y,Police Stations #,Fire stations #,BMTC TTMC #,Waste Quantity (TPD),Collection Vehicle details-Capacity (in cubic meters),Collection Vehicle details-Year of purchase,Collection Vehicle details-Nos of Vehicle,Collection Vehicle details-Frequency of trips /day,Number of Connections,Consumption in ML
151,,,,,,1047,24284,8143.55,3.7,1,7.525,0.0,0.0,2.136,0.0,0.0,9719,1,38316,19397,18919,4943,2564,2379,864,396,468,29,100,83.6,15.4,0.9,99.0,82.8,15.3,0.9,1.0,0.9,0.2,0.0,1.5,0.9,1.2,0.4,0.1,3.6,16.4,75.9,0.1,0.3,0.4,3.0,0.1,5.9,20.4,0.4,46.1,23.3,0.1,1.6,0.1,0.2,5.4,26.6,64.9,1.3,15.4,26.3,22.7,18.4,9.0,3.9,4.3,6.9,17.3,21.3,25.4,14.3,12.2,2.7,45.5,50.5,4.0,19.7,68.6,9.6,1.8,0.4,0.1,89.9,3.7,0.3,0.1,0.3,5.0,0.0,0.0,0.1,0.6,87.7,7.0,5.3,98.4,1.1,0.2,0.0,0.1,0.2,97.5,96.1,0.9,0.4,0.0,0.0,0.0,0.0,0.0,2.5,1.5,1.0,94.9,3.4,1.7,97.2,0.8,1.9,3.6,0.3,0.1,0.0,12.2,81.4,0.2,0.1,0.1,2.0,100,97.5,91.6,5.9,0.5,0.1,0.3,2.0,81.7,57.3,89.0,43.1,14.9,9.6,45.7,39.1,26.2,46.9,40.5,46.9,1.8,94.4,4.9,0.6,0.1,0.5,0.1,19966,18350,38316,3.7,1,2,1,1,0,0,12.74,0.5,0.0,25,2,7152,307.53
152,0.0,171.0,0.0,0.0,22975777.0,1050,13787,5881.19,1.7,1,2.815,0.0,0.0,2.088,0.0,0.0,10933,6,39997,21788,18209,3402,1766,1636,463,254,209,29,100,84.8,14.5,0.7,99.5,84.4,14.4,0.7,0.5,0.4,0.2,0.0,1.4,0.4,0.7,0.4,0.2,3.5,13.6,79.6,0.1,0.2,0.0,1.9,0.1,4.8,13.5,0.3,53.3,25.8,0.1,0.6,0.1,0.1,0.7,28.7,69.0,0.8,6.0,29.9,35.2,20.1,7.2,1.1,0.6,5.7,18.3,22.6,28.8,13.0,9.8,1.9,25.5,71.9,2.6,23.6,68.5,6.7,1.0,0.2,0.0,93.3,1.8,0.5,0.0,0.3,2.9,0.0,0.6,0.0,0.6,92.7,5.8,1.4,99.5,0.4,0.0,0.0,0.0,0.1,98.9,96.7,1.2,0.0,0.0,0.1,0.1,0.7,0.1,1.1,0.9,0.2,98.7,0.7,0.6,99.1,0.5,0.3,1.4,0.2,0.0,0.1,8.9,85.6,0.3,1.2,0.1,2.2,100,97.6,95.1,2.5,0.2,0.1,0.1,2.2,83.7,30.2,88.9,26.7,18.1,5.0,69.3,21.3,16.7,52.5,16.7,29.8,1.3,96.1,3.4,0.3,0.1,0.2,0.2,20058,19939,39997,1.7,1,0,6,0,0,0,13.28,0.5,0.0,25,2,4074,148.29
153,0.0,169.0,0.0,0.0,22975871.0,1053,13228,2369.04,2.5,1,1.935,0.0,0.0,1.46,0.0,2016.0,8427,1,38151,19276,18875,4619,2363,2256,1082,535,547,29,100,82.3,16.2,1.5,98.7,81.4,15.8,1.5,1.3,0.9,0.4,0.0,1.7,0.9,1.2,0.8,0.8,5.2,15.7,73.5,0.2,0.4,0.3,6.8,0.2,13.5,9.6,0.9,39.0,29.3,0.1,3.7,0.2,2.0,3.4,34.9,54.2,1.7,6.7,22.4,21.0,23.9,12.5,5.6,7.8,3.6,10.1,17.4,26.0,18.2,19.0,5.6,49.1,43.7,7.2,13.3,71.2,12.1,2.7,0.5,0.3,90.4,5.5,0.4,0.5,0.5,2.2,0.1,0.0,0.1,0.2,86.0,10.2,3.8,97.1,2.5,0.1,0.1,0.1,0.1,95.7,91.4,1.7,0.4,0.1,0.0,0.1,0.0,1.9,4.3,2.8,1.6,93.3,3.0,3.7,90.3,3.4,6.3,4.3,0.2,0.1,0.1,13.5,80.8,0.1,0.2,0.0,0.6,100,98.6,93.2,5.4,0.8,0.3,0.5,0.6,71.8,50.7,89.0,28.9,18.2,13.7,53.6,24.9,26.5,56.4,31.7,37.8,2.4,90.5,8.3,1.0,0.5,0.4,0.3,22489,15662,38151,2.5,1,1,1,2,0,0,15.53,0.5,0.0,21,2,3983,174.28
154,0.0,167.0,0.0,0.0,22975667.0,1056,16731,1840.57,1.2,0,3.415,0.0,0.0,2.5,0.0,0.0,8624,3,32640,16222,16418,1022,503,519,415,191,224,29,100,89.0,10.1,0.9,99.3,88.4,10.0,0.9,0.7,0.5,0.1,0.0,1.6,0.7,1.3,0.7,1.7,3.7,8.0,82.5,0.0,0.2,0.1,1.9,0.0,3.0,3.3,0.6,83.2,7.6,0.1,0.6,0.1,0.1,0.2,28.7,68.3,2.0,4.9,25.2,36.0,22.6,7.5,1.9,2.0,6.3,15.7,25.3,27.9,13.1,9.5,2.3,44.6,51.9,3.5,16.8,72.8,8.9,1.4,0.2,0.0,89.9,4.2,0.4,0.5,0.6,3.3,0.1,0.1,0.5,0.3,96.0,3.4,0.6,98.4,1.3,0.2,0.1,0.0,0.0,98.3,90.3,7.1,0.2,0.0,0.1,0.0,0.2,0.3,1.7,0.8,0.9,97.9,1.5,0.6,95.3,3.8,0.9,2.4,0.5,0.2,0.2,4.4,90.4,0.2,0.5,0.0,1.1,100,98.0,96.8,1.3,0.8,0.3,0.6,1.1,87.7,55.3,91.8,35.6,23.3,25.1,50.3,22.0,26.1,63.3,28.6,44.1,0.4,95.6,4.0,0.2,0.1,0.1,0.2,18294,14346,32640,1.2,0,3,3,1,0,0,14.58,0.5,0.0,22,2,5795,139.75
155,,,,,,1059,10517,793.4,1.0,1,3.835,0.0,0.0,1.7,0.0,0.0,9483,1,36982,18870,18112,1522,791,731,573,282,291,29,100,88.8,10.9,0.3,99.8,88.7,10.8,0.3,0.2,0.1,0.1,0.0,1.0,0.8,1.7,0.4,0.2,5.1,12.1,78.7,0.0,0.2,0.0,1.4,0.0,3.1,16.9,0.1,62.6,15.6,0.1,0.1,0.1,0.1,3.0,37.9,58.4,0.4,13.1,38.1,28.4,11.1,4.4,2.5,2.5,4.1,13.2,23.9,31.5,14.1,10.7,2.4,36.8,58.3,4.9,17.2,72.1,8.9,1.5,0.2,0.0,94.0,1.3,0.1,0.0,0.0,4.2,0.0,0.0,0.0,0.3,96.3,3.5,0.2,99.7,0.2,0.0,0.0,0.0,0.0,98.8,98.3,0.2,0.1,0.1,0.0,0.0,0.0,0.0,1.2,1.1,0.2,99.8,0.2,0.0,99.8,0.1,0.1,3.4,0.1,0.0,0.1,9.2,86.3,0.3,0.1,0.0,0.4,100,99.5,98.8,0.7,0.1,0.0,0.0,0.4,81.8,48.1,92.3,16.8,17.4,9.8,65.2,18.2,20.1,56.4,16.9,25.8,1.2,96.6,3.2,0.1,0.1,0.1,0.1,21643,15339,36982,1.0,1,0,1,0,0,0,16.52,0.5,0.0,12,2,4138,88.23
156,0.0,162.0,0.0,0.0,22975685.0,1062,13122,1010.4200000000001,0.8,0,3.21,0.0,0.0,1.92,0.0,0.0,10574,2,41379,21222,20157,748,372,376,886,438,448,29,100,87.7,11.9,0.4,99.6,87.5,11.7,0.4,0.4,0.2,0.2,0.0,0.9,0.6,0.6,0.7,0.2,2.7,12.6,81.8,0.0,0.1,0.0,0.9,0.0,4.2,11.9,0.1,69.0,13.5,0.1,0.4,0.1,0.1,4.7,31.9,62.3,0.5,6.8,30.3,33.0,20.9,6.2,1.8,1.0,3.8,12.6,24.8,32.5,13.9,10.6,1.8,33.7,64.1,2.1,14.3,74.2,9.7,1.5,0.3,0.0,96.7,0.4,0.1,0.2,0.1,2.4,0.0,0.0,0.0,0.1,98.6,0.9,0.5,99.4,0.5,0.0,0.0,0.0,0.0,98.9,95.9,2.3,0.7,0.0,0.0,0.0,0.0,0.0,1.1,0.3,0.8,99.4,0.1,0.4,99.5,0.2,0.3,1.4,0.0,0.0,0.2,8.0,89.6,0.1,0.1,0.1,0.5,100,99.4,98.6,0.8,0.1,0.0,0.0,0.5,82.1,65.4,92.4,18.0,18.6,13.6,63.1,17.6,20.7,56.5,14.7,26.6,1.1,97.5,2.3,0.1,0.0,0.1,0.2,23858,17521,41379,0.8,0,1,2,0,0,0,18.49,0.5,0.0,20,2,5673,141.8
157,0.0,0.0,0.0,0.0,22975782.0,512,7087,1015.1500000000001,1.1,0,5.33,0.0,0.0,2.388,0.0,2016.0,8668,5,34653,17967,16686,3161,1603,1558,672,331,341,29,100,79.2,20.7,0.1,99.3,78.8,20.4,0.1,0.7,0.3,0.3,0.0,3.7,0.6,1.4,0.1,0.0,4.4,13.8,76.0,0.0,3.4,0.2,4.1,0.0,9.4,26.9,0.6,37.0,18.4,0.2,4.3,0.0,0.3,0.2,43.0,51.9,0.3,9.3,51.6,28.2,8.5,1.6,0.5,0.3,3.3,11.2,21.1,33.8,16.4,12.3,1.9,30.3,67.9,1.7,12.1,78.5,7.9,1.4,0.1,0.1,84.1,3.4,0.1,0.1,1.4,10.9,0.1,0.0,0.0,0.1,90.0,9.4,0.6,97.5,2.4,0.1,0.0,0.0,0.0,95.5,93.6,0.3,0.1,1.5,0.0,0.0,0.0,0.0,4.5,3.9,0.6,98.7,0.7,0.6,95.4,1.5,3.1,6.4,0.2,0.0,0.0,15.5,76.1,0.3,0.8,0.0,0.7,100,99.0,96.8,2.2,0.3,0.1,0.2,0.7,65.5,38.8,84.4,6.1,15.4,5.1,75.6,7.1,13.9,38.4,7.7,12.2,3.1,91.0,5.7,3.1,0.2,2.9,0.2,18859,15794,34653,1.1,0,0,5,1,0,0,13.3,0.5,0.0,18,2,5383,128.78
158,,,,,,1068,12427,1729.77,2.1,1,10.965,0.0,0.0,1.902,0.0,0.0,11676,8,45928,24007,21921,4267,2244,2023,781,414,367,29,100,73.3,24.1,2.6,99.2,72.9,23.7,2.6,0.8,0.4,0.4,0.0,2.7,2.7,1.9,0.7,1.1,5.6,22.5,62.8,0.1,0.4,1.7,6.8,0.1,12.3,23.6,0.3,32.6,22.2,0.1,4.2,0.0,0.3,0.8,44.3,50.2,0.2,17.9,38.6,28.0,11.2,2.8,0.8,0.6,3.4,12.7,22.7,31.9,15.6,12.0,1.6,32.7,59.1,8.2,14.1,76.1,8.3,1.3,0.2,0.0,84.3,4.0,0.1,0.1,0.6,7.8,0.0,1.5,0.0,1.5,87.9,6.9,5.3,94.6,3.7,0.2,0.0,0.0,1.5,93.5,91.0,0.7,0.1,1.8,0.0,0.0,0.0,0.0,6.5,1.3,5.2,92.9,3.4,3.7,94.3,0.9,4.7,6.4,0.4,0.2,0.0,19.1,71.3,0.2,1.6,0.0,0.9,100,97.3,90.3,7.0,1.8,1.4,0.5,0.9,66.1,39.3,81.3,11.6,12.5,7.1,68.3,11.1,16.1,41.4,11.7,16.5,7.3,89.8,5.9,4.2,2.2,2.0,0.1,25093,20835,45928,2.1,1,2,8,0,0,0,17.63,0.5,0.0,23,2,2936,74.66
159,,,,,,1071,19299,1017.21,5.1,1,8.72,0.0,0.0,0.394,0.0,0.0,10168,4,40771,21051,19720,3554,1786,1768,751,399,352,29,100,82.5,16.8,0.8,99.5,82.1,16.6,0.8,0.5,0.4,0.1,0.0,1.3,0.4,1.7,1.3,0.4,3.6,10.6,80.1,0.7,0.1,0.0,3.8,0.0,8.9,43.0,0.2,30.1,13.5,0.2,0.6,0.0,0.3,1.0,35.0,62.1,0.9,7.0,33.1,33.2,17.0,6.6,2.4,0.8,3.7,12.5,22.6,30.8,15.3,13.1,2.0,43.5,52.7,3.8,14.8,75.2,8.5,1.3,0.2,0.0,70.8,16.2,0.0,0.0,0.3,10.2,0.1,0.9,0.0,1.3,82.6,15.1,2.3,98.2,1.5,0.0,0.0,0.0,0.1,98.4,90.6,2.9,0.2,4.5,0.0,0.0,0.0,0.1,1.6,0.5,1.1,96.7,3.0,0.3,90.0,9.2,0.7,2.4,1.1,0.0,0.0,12.0,83.1,0.2,0.3,0.2,0.7,100,99.1,96.4,2.7,0.2,0.2,0.1,0.7,73.8,34.3,86.7,15.8,17.7,9.7,68.1,11.3,21.5,43.1,15.2,20.4,3.3,94.0,4.7,0.5,0.4,0.1,0.9,24140,16631,40771,5.1,1,4,4,0,0,1,37.3,0.5,0.0,30,2,14480,295.02
160,,,,,,1074,56246,4899.05,11.1,6,2.1475,0.0,0.0,3.66,0.0,0.0,14408,2,56897,29439,27458,3853,1968,1885,1535,798,737,29,100,83.4,15.7,0.8,99.5,83.1,15.5,0.8,0.5,0.3,0.2,0.0,1.8,0.7,1.7,0.2,0.8,3.8,22.6,68.5,0.0,0.7,0.2,3.2,0.1,6.9,21.7,0.2,44.6,22.3,0.1,1.6,0.0,0.2,3.1,32.2,62.5,0.4,3.6,30.2,30.7,22.1,9.2,2.7,1.4,2.8,12.5,23.4,32.9,15.2,11.4,1.8,47.5,50.4,2.1,10.4,79.5,8.8,1.1,0.2,0.0,66.1,10.2,0.1,0.2,0.1,22.3,0.0,0.0,0.0,0.9,84.9,11.8,3.3,97.7,1.9,0.2,0.0,0.0,0.2,97.1,91.7,1.9,0.2,3.2,0.0,0.1,0.0,0.0,2.9,1.0,1.9,97.2,1.9,0.9,90.9,7.3,1.8,3.4,1.1,0.0,0.0,13.1,80.5,0.2,1.3,0.1,0.4,100,99.1,96.9,2.1,0.6,0.3,0.3,0.4,73.6,44.0,87.6,24.7,21.0,15.6,59.3,18.3,23.7,52.2,28.9,34.6,2.6,94.2,4.6,1.0,0.5,0.5,0.2,32237,24660,56897,11.1,6,10,2,1,0,1,22.68,0.5,0.0,20,2,16368,452.87
161,0.0,163.0,0.0,0.0,0.0,1077,17390,1087.36,1.3,0,1.865,0.0,0.0,1.2,0.0,2016.0,12122,0,46805,25173,21632,1889,994,895,530,269,261,29,100,83.0,16.6,0.4,98.9,82.1,16.4,0.4,1.1,0.9,0.2,0.0,1.0,0.5,0.9,0.8,0.1,3.2,21.7,71.6,0.1,0.2,0.0,2.6,0.0,2.2,25.8,1.0,47.6,20.5,0.2,0.2,0.0,0.1,1.0,31.0,66.1,1.7,2.5,32.5,36.4,20.8,5.5,1.4,1.0,3.8,13.0,25.0,32.7,14.6,9.5,1.3,34.1,62.4,3.5,15.7,74.6,8.4,1.2,0.2,0.0,89.3,3.8,0.0,0.0,0.1,6.2,0.0,0.0,0.0,0.6,95.7,3.7,0.6,99.2,0.4,0.1,0.0,0.0,0.3,99.5,98.2,0.9,0.1,0.2,0.0,0.0,0.0,0.0,0.5,0.1,0.4,99.5,0.3,0.1,97.5,0.5,2.0,1.1,0.1,0.1,0.1,13.8,83.7,0.2,0.1,0.0,0.9,100,98.9,96.2,2.7,0.2,0.1,0.1,0.9,67.5,44.2,86.8,14.7,16.9,6.3,73.0,14.8,17.4,50.1,13.9,21.8,1.7,95.6,4.0,0.1,0.1,0.1,0.3,27106,19699,46805,1.3,0,1,0,1,0,0,16.75,0.5,0.0,20,2,7365,171.35
162,,,,,,1080,17649,1680.9899999999998,1.8,0,1.855,0.0,0.0,1.946,0.0,0.0,11180,1,43195,21843,21352,863,444,419,483,245,238,29,100,86.9,12.9,0.2,99.3,86.4,12.7,0.2,0.7,0.5,0.2,0.0,0.9,0.5,0.8,0.4,0.1,1.8,4.3,91.1,0.1,0.1,0.0,0.9,0.0,2.6,18.1,0.2,65.1,12.8,0.1,0.3,0.1,0.1,2.1,15.0,81.2,1.2,1.9,17.4,26.0,28.6,14.4,6.3,5.5,3.9,14.8,25.0,29.1,14.4,10.8,1.9,44.6,53.0,2.4,12.8,72.5,12.7,1.8,0.2,0.1,90.5,1.2,0.1,0.1,0.0,7.6,0.1,0.0,0.0,0.3,97.9,1.7,0.5,99.5,0.3,0.0,0.0,0.1,0.1,99.4,98.8,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.2,0.4,99.6,0.2,0.1,99.6,0.2,0.2,1.2,0.0,0.0,1.0,5.3,91.2,0.2,0.1,0.4,0.6,100,99.3,98.7,0.6,0.1,0.0,0.1,0.6,91.8,65.5,93.8,37.8,21.8,12.9,45.9,37.6,25.8,69.2,35.8,50.1,0.8,97.4,2.3,0.1,0.0,0.1,0.2,24298,18897,43195,1.8,0,2,1,0,0,0,19.3,0.5,0.0,12,2,7733,182.82
163,,,,,,1083,16610,1811.38,1.1,0,2.865,0.0,0.0,1.52,0.0,0.0,11997,0,45572,23340,22232,827,423,404,618,321,297,29,100,87.8,11.8,0.4,99.2,87.2,11.6,0.4,0.8,0.6,0.2,0.0,0.8,0.5,0.3,0.5,3.6,3.8,9.7,80.7,0.1,0.1,0.1,1.4,0.0,3.4,12.2,0.2,67.0,15.3,0.2,0.2,0.0,0.1,1.6,20.1,75.3,2.8,5.2,27.3,32.8,24.5,7.0,1.9,1.3,4.1,14.2,25.8,29.7,14.3,10.2,1.7,36.4,62.0,1.7,14.9,73.3,10.0,1.6,0.3,0.0,91.3,1.2,0.0,0.1,0.1,7.0,0.1,0.0,0.0,0.1,99.1,0.8,0.1,99.8,0.2,0.0,0.0,0.0,0.0,99.8,96.8,0.3,2.3,0.3,0.0,0.0,0.0,0.0,0.2,0.1,0.1,99.8,0.2,0.0,99.7,0.2,0.1,1.5,0.0,0.0,0.1,4.1,92.6,0.2,0.7,0.0,0.7,100,99.2,98.9,0.3,0.1,0.0,0.1,0.7,89.6,53.6,94.1,29.5,19.0,15.1,58.9,23.5,21.7,66.1,25.7,39.2,0.6,96.9,2.7,0.1,0.1,0.1,0.3,25909,19663,45572,1.1,0,2,0,0,0,0,20.36,0.5,0.0,16,2,6524,146.18
164,0.0,183.0,0.0,0.0,22975775.0,1086,15640,1358.1100000000001,1.2,0,2.08,0.0,0.0,1.1,0.0,2016.0,11425,0,43483,22546,20937,2300,1182,1118,745,377,368,29,100,73.5,24.5,2.0,99.3,73.1,24.3,2.0,0.7,0.4,0.2,0.0,1.3,0.5,0.4,0.1,0.2,2.9,12.9,81.6,0.1,0.2,0.0,3.2,0.1,5.4,10.2,0.3,64.5,16.0,0.1,0.6,0.0,0.1,0.9,24.8,72.7,0.8,6.7,22.3,35.2,22.7,8.3,2.5,2.2,4.6,13.7,25.7,29.6,14.1,10.4,1.9,41.5,55.4,3.1,15.1,72.6,10.4,1.6,0.2,0.1,87.7,3.7,0.3,0.3,0.1,7.6,0.0,0.0,0.0,0.2,95.5,3.9,0.6,99.3,0.6,0.0,0.1,0.0,0.1,98.8,98.4,0.3,0.0,0.1,0.0,0.0,0.0,0.0,1.2,0.9,0.3,99.4,0.4,0.1,97.4,2.2,0.4,1.2,0.1,0.0,0.1,10.2,86.3,0.5,0.6,0.6,0.4,100,99.5,98.4,1.1,0.1,0.0,0.1,0.4,83.6,57.1,91.6,28.3,23.4,14.7,53.9,26.1,21.3,63.2,25.4,40.8,1.7,94.8,4.8,0.2,0.1,0.1,0.2,24714,18769,43483,1.2,0,3,0,2,0,1,19.43,0.5,0.0,23,2,4755,106.44
165,,,,,,1089,14411,2337.3,1.6,0,2.22,0.0,0.0,0.54,0.0,0.0,6472,2,25998,12983,13015,809,412,397,247,127,120,29,100,90.8,8.5,0.7,99.0,90.0,8.3,0.7,1.0,0.8,0.3,0.0,1.4,0.6,0.9,0.3,0.0,3.1,6.9,86.7,0.1,0.3,0.2,1.1,0.0,3.3,11.3,0.1,71.2,12.3,0.2,0.8,0.1,0.1,2.8,11.7,82.2,2.3,6.6,15.8,29.8,23.9,13.2,6.2,4.4,5.1,15.0,22.8,28.6,14.5,11.1,2.8,52.2,44.7,3.1,14.9,69.2,12.9,2.6,0.3,0.1,94.7,0.2,0.6,0.2,0.2,3.5,0.0,0.0,0.1,0.5,95.1,2.3,2.6,98.6,0.5,0.5,0.0,0.0,0.3,97.8,94.4,0.3,0.1,0.6,0.0,0.0,0.0,2.4,2.2,1.5,0.6,99.1,0.5,0.4,98.2,1.1,0.7,2.4,0.3,0.0,0.0,4.2,91.5,0.2,0.2,0.1,1.1,100,98.3,97.1,1.2,0.6,0.1,0.5,1.1,90.7,74.2,94.4,48.2,17.0,21.8,32.8,42.8,27.1,70.6,48.5,57.4,0.7,96.6,2.6,0.5,0.1,0.4,0.3,15208,10790,25998,1.6,0,2,2,1,1,0,9.3,0.5,0.0,20,2,4501,110.82
166,,,,,,1092,8371,1844.63,1.1,1,1.595,0.0,0.0,0.87,0.0,0.0,6492,2,27040,13619,13421,2117,1055,1062,444,223,221,29,100,75.8,22.8,1.4,99.1,75.4,22.3,1.4,0.9,0.4,0.5,0.0,1.7,0.3,1.5,0.6,0.3,7.0,31.6,57.0,0.1,0.2,0.1,5.7,0.0,4.7,6.0,0.8,78.6,3.6,0.2,0.4,0.4,0.3,0.2,52.8,45.8,0.2,12.1,45.7,18.0,12.5,6.6,2.4,2.7,4.4,12.0,19.3,29.3,16.4,16.0,2.6,54.8,43.5,1.7,13.6,75.3,9.2,1.6,0.2,0.1,97.6,1.8,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.2,94.1,5.5,0.4,99.3,0.4,0.0,0.1,0.0,0.1,99.1,97.6,0.5,0.1,0.5,0.0,0.0,0.3,0.0,0.9,0.7,0.2,99.0,0.4,0.6,98.5,0.7,0.8,2.4,0.0,0.1,0.1,30.6,64.7,0.3,1.4,0.0,0.5,100,99.3,97.8,1.5,0.2,0.0,0.2,0.5,58.8,45.4,85.4,25.4,15.6,24.2,53.1,13.2,23.4,41.9,24.7,30.2,2.8,92.0,7.6,0.2,0.1,0.1,0.2,15471,11569,27040,1.1,1,2,2,0,0,1,9.68,0.5,0.0,20,2,4638,117.52
167,,,,,,1095,14069,2504.4700000000003,1.2,1,1.745,0.0,0.0,2.65,0.0,0.0,8455,0,32756,16532,16224,1344,674,670,556,272,284,29,100,89.6,10.3,0.2,99.2,88.9,10.1,0.2,0.8,0.7,0.1,0.0,1.6,0.5,0.5,0.7,0.1,2.2,8.4,86.0,0.0,0.2,0.0,0.8,0.0,6.9,12.8,0.0,63.9,15.2,0.1,0.3,0.1,0.1,2.6,25.4,70.9,0.6,6.8,34.6,36.4,16.4,3.8,1.1,0.8,5.1,14.6,23.5,29.5,13.9,10.9,2.5,42.5,55.5,2.0,17.3,70.4,9.9,2.0,0.3,0.1,90.2,2.6,0.1,0.1,0.1,6.6,0.0,0.0,0.2,0.2,98.7,1.0,0.2,99.6,0.3,0.0,0.0,0.0,0.0,99.9,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,99.9,0.1,0.0,100.0,0.0,0.0,2.7,0.0,0.0,0.1,5.3,90.9,0.2,0.1,0.1,0.6,100,99.3,98.8,0.5,0.0,0.0,0.0,0.6,92.2,55.2,93.3,28.4,20.6,12.3,53.4,31.9,27.6,63.4,27.4,38.0,0.4,96.8,3.0,0.1,0.0,0.1,0.1,19011,13745,32756,1.2,1,3,0,0,0,1,11.72,0.5,0.0,20,2,4402,104.46
